starttime,location,value
2021-10-20 07:00:00,Williamsburg Bridge,8.69271
2021-10-20 07:00:00,Manhattan Bridge,9.212736
2021-10-20 08:00:00,Broadway/35th St,7.6206315
2021-10-20 08:00:00,Queens College,7.769628
2021-10-20 08:00:00,Cross Bronx Expy,6.9895875
2021-10-20 08:00:00,Queensboro Bridge,6.33225
2021-10-20 08:00:00,Williamsburg Bridge,8.6022555
2021-10-20 08:00:00,Manhattan Bridge,10.030869
2021-10-20 09:00:00,Broadway/35th St,7.0509075
2021-10-20 09:00:00,Queens College,7.042188
2021-10-20 09:00:00,Cross Bronx Expy,7.2252975
2021-10-20 09:00:00,Queensboro Bridge,6.623652
2021-10-20 09:00:00,Williamsburg Bridge,9.919623
2021-10-20 09:00:00,Manhattan Bridge,11.1141945
2021-10-20 10:00:00,Broadway/35th St,6.30234
2021-10-20 10:00:00,Queens College,7.31673
2021-10-20 10:00:00,Cross Bronx Expy,7.22136
2021-10-20 10:00:00,Queensboro Bridge,6.12894
2021-10-20 10:00:00,Williamsburg Bridge,8.40048
2021-10-20 10:00:00,Manhattan Bridge,10.62867
2021-10-20 11:00:00,Broadway/35th St,6.725757
2021-10-20 11:00:00,Queens College,6.77748
2021-10-20 11:00:00,Cross Bronx Expy,6.9757515
2021-10-20 11:00:00,Queensboro Bridge,5.674056
2021-10-20 11:00:00,Williamsburg Bridge,8.691231
2021-10-20 11:00:00,Manhattan Bridge,9.380871
2021-10-20 12:00:00,Broadway/35th St,6.9100035
2021-10-20 12:00:00,Queens College,6.4645455
2021-10-20 12:00:00,Cross Bronx Expy,6.113319
2021-10-20 12:00:00,Queensboro Bridge,5.9676885
2021-10-20 12:00:00,Williamsburg Bridge,7.980816
2021-10-20 12:00:00,Manhattan Bridge,8.8460325
2021-10-20 13:00:00,Broadway/35th St,6.6233625
2021-10-20 13:00:00,Queens College,5.2954125
2021-10-20 13:00:00,Cross Bronx Expy,5.8998
2021-10-20 13:00:00,Queensboro Bridge,5.4912
2021-10-20 13:00:00,Williamsburg Bridge,8.027925
2021-10-20 13:00:00,Manhattan Bridge,7.6278375
2021-10-20 14:00:00,Broadway/35th St,6.613113
2021-10-20 14:00:00,Queens College,4.810494
2021-10-20 14:00:00,Cross Bronx Expy,5.402904
2021-10-20 14:00:00,Queensboro Bridge,5.546775
2021-10-20 14:00:00,Williamsburg Bridge,7.755618
2021-10-20 14:00:00,Manhattan Bridge,7.36632
2021-10-20 15:00:00,Broadway/35th St,5.28531
2021-10-20 15:00:00,Queens College,4.47675
2021-10-20 15:00:00,Cross Bronx Expy,5.201085
2021-10-20 15:00:00,Queensboro Bridge,4.10616
2021-10-20 15:00:00,Williamsburg Bridge,7.9215525
2021-10-20 15:00:00,Manhattan Bridge,7.84575
2021-10-20 16:00:00,Broadway/35th St,8.7201165
2021-10-20 16:00:00,Queens College,4.2011265
2021-10-20 16:00:00,Cross Bronx Expy,5.6237715
2021-10-20 16:00:00,Queensboro Bridge,4.6530255
2021-10-20 16:00:00,Williamsburg Bridge,7.5485265
2021-10-20 16:00:00,Manhattan Bridge,9.0548565
2021-10-20 17:00:00,Broadway/35th St,7.715067
2021-10-20 17:00:00,Queens College,5.11122
2021-10-20 17:00:00,Cross Bronx Expy,6.092862
2021-10-20 17:00:00,Queensboro Bridge,7.19097
2021-10-20 17:00:00,Williamsburg Bridge,9.295677
2021-10-20 17:00:00,Manhattan Bridge,10.368828
2021-10-20 18:00:00,Broadway/35th St,7.08267
2021-10-20 18:00:00,Queens College,7.2234045
2021-10-20 18:00:00,Cross Bronx Expy,8.4982935
2021-10-20 18:00:00,Queensboro Bridge,8.158875
2021-10-20 18:00:00,Williamsburg Bridge,8.9950035
2021-10-20 18:00:00,Manhattan Bridge,13.0680255
2021-10-20 19:00:00,Broadway/35th St,6.6451035
2021-10-20 19:00:00,Queens College,7.0246725
2021-10-20 19:00:00,Cross Bronx Expy,6.8596425
2021-10-20 19:00:00,Queensboro Bridge,6.851391
2021-10-20 19:00:00,Williamsburg Bridge,8.732733
2021-10-20 19:00:00,Manhattan Bridge,11.4309735
2021-10-20 20:00:00,Broadway/35th St,6.13398
2021-10-20 20:00:00,Queens College,6.81624
2021-10-20 20:00:00,Cross Bronx Expy,6.81624
2021-10-20 20:00:00,Queensboro Bridge,6.85734
2021-10-20 20:00:00,Williamsburg Bridge,8.55066
2021-10-20 20:00:00,Manhattan Bridge,8.51778
2021-10-20 21:00:00,Broadway/35th St,5.87832
2021-10-20 21:00:00,Queens College,6.033816
2021-10-20 21:00:00,Cross Bronx Expy,7.130472
2021-10-20 21:00:00,Queensboro Bridge,5.984712
2021-10-20 21:00:00,Williamsburg Bridge,8.677248
2021-10-20 21:00:00,Manhattan Bridge,7.613328
2021-10-20 22:00:00,Broadway/35th St,5.441196
2021-10-20 22:00:00,Queens College,5.555394
2021-10-20 22:00:00,Cross Bronx Expy,7.072596
2021-10-20 22:00:00,Queensboro Bridge,5.473824
2021-10-20 22:00:00,Williamsburg Bridge,7.684371
2021-10-20 22:00:00,Manhattan Bridge,7.056282
2021-10-20 23:00:00,Broadway/35th St,5.6349285
2021-10-20 23:00:00,Queens College,5.8301565
2021-10-20 23:00:00,Cross Bronx Expy,7.8963195
2021-10-20 23:00:00,Queensboro Bridge,5.5861215
2021-10-20 23:00:00,Williamsburg Bridge,7.595343
2021-10-20 23:00:00,Manhattan Bridge,8.7911145
2021-10-21 00:00:00,Broadway/35th St,5.2659675
2021-10-21 00:00:00,Queens College,6.1415775
2021-10-21 00:00:00,Cross Bronx Expy,7.641465
2021-10-21 00:00:00,Queensboro Bridge,5.9145675
2021-10-21 00:00:00,Williamsburg Bridge,7.62525
2021-10-21 00:00:00,Manhattan Bridge,8.581935
2021-10-21 01:00:00,Broadway/35th St,5.41038
2021-10-21 01:00:00,Queens College,6.226965
2021-10-21 01:00:00,Cross Bronx Expy,7.04355
2021-10-21 01:00:00,Queensboro Bridge,5.60442
2021-10-21 01:00:00,Williamsburg Bridge,7.22142
2021-10-21 01:00:00,Manhattan Bridge,7.88439
2021-10-21 02:00:00,Broadway/35th St,5.410743
2021-10-21 02:00:00,Queens College,6.620793
2021-10-21 02:00:00,Cross Bronx Expy,7.137081
2021-10-21 02:00:00,Queensboro Bridge,5.612418
2021-10-21 02:00:00,Williamsburg Bridge,7.467828
2021-10-21 02:00:00,Manhattan Bridge,8.209992
2021-10-21 03:00:00,Broadway/35th St,5.443266
2021-10-21 03:00:00,Queens College,6.803547
2021-10-21 03:00:00,Cross Bronx Expy,7.688937
2021-10-21 03:00:00,Queensboro Bridge,6.545979
2021-10-21 03:00:00,Williamsburg Bridge,7.785525
2021-10-21 03:00:00,Manhattan Bridge,8.775552
2021-10-21 04:00:00,Broadway/35th St,5.4575805
2021-10-21 04:00:00,Queens College,7.1431455
2021-10-21 04:00:00,Cross Bronx Expy,7.9297425
2021-10-21 04:00:00,Queensboro Bridge,6.2120715
2021-10-21 04:00:00,Williamsburg Bridge,8.435412
2021-10-21 04:00:00,Manhattan Bridge,9.687546
2021-10-21 05:00:00,Broadway/35th St,5.7220035
2021-10-21 05:00:00,Queens College,8.260698
2021-10-21 05:00:00,Cross Bronx Expy,8.6531145
2021-10-21 05:00:00,Queensboro Bridge,5.9622585
2021-10-21 05:00:00,Williamsburg Bridge,9.1976925
2021-10-21 05:00:00,Manhattan Bridge,10.487061
2021-10-21 06:00:00,Broadway/35th St,6.1521
2021-10-21 06:00:00,Queens College,9.321684
2021-10-21 06:00:00,Cross Bronx Expy,8.529288
2021-10-21 06:00:00,Queensboro Bridge,6.19212
2021-10-21 06:00:00,Williamsburg Bridge,11.386716
2021-10-21 06:00:00,Manhattan Bridge,12.731388
2021-10-21 07:00:00,Broadway/35th St,7.33863
2021-10-21 07:00:00,Queens College,10.18485
2021-10-21 07:00:00,Cross Bronx Expy,9.505275
2021-10-21 07:00:00,Queensboro Bridge,7.490535
2021-10-21 07:00:00,Williamsburg Bridge,12.239565
2021-10-21 07:00:00,Manhattan Bridge,13.598715
2021-10-21 08:00:00,Broadway/35th St,7.926894
2021-10-21 08:00:00,Queens College,9.14145
2021-10-21 08:00:00,Cross Bronx Expy,9.509013
2021-10-21 08:00:00,Queensboro Bridge,8.4462765
2021-10-21 08:00:00,Williamsburg Bridge,14.0076645
2021-10-21 08:00:00,Manhattan Bridge,16.364862
2021-10-21 09:00:00,Broadway/35th St,8.726625
2021-10-21 09:00:00,Queens College,6.5341875
2021-10-21 09:00:00,Cross Bronx Expy,9.4680675
2021-10-21 09:00:00,Queensboro Bridge,8.1127425
2021-10-21 09:00:00,Williamsburg Bridge,15.12057
2021-10-21 09:00:00,Manhattan Bridge,17.09775
2021-10-21 10:00:00,Broadway/35th St,7.931784
2021-10-21 10:00:00,Queens College,7.5738315
2021-10-21 10:00:00,Cross Bronx Expy,9.490866
2021-10-21 10:00:00,Queensboro Bridge,8.2101915
2021-10-21 10:00:00,Williamsburg Bridge,11.622672
2021-10-21 10:00:00,Manhattan Bridge,12.9988005
2021-10-21 11:00:00,Broadway/35th St,7.997613
2021-10-21 11:00:00,Queens College,8.997612
2021-10-21 11:00:00,Cross Bronx Expy,8.1960255
2021-10-21 11:00:00,Queensboro Bridge,6.8626935
2021-10-21 11:00:00,Williamsburg Bridge,8.4658665
2021-10-21 11:00:00,Manhattan Bridge,10.727769
2021-10-21 12:00:00,Broadway/35th St,8.6091
2021-10-21 12:00:00,Queens College,6.817485
2021-10-21 12:00:00,Cross Bronx Expy,8.0145375
2021-10-21 12:00:00,Queensboro Bridge,6.3814725
2021-10-21 12:00:00,Williamsburg Bridge,7.7450025
2021-10-21 12:00:00,Manhattan Bridge,9.3305025
2021-10-21 13:00:00,Broadway/35th St,7.102875
2021-10-21 13:00:00,Queens College,6.6985725
2021-10-21 13:00:00,Cross Bronx Expy,7.388265
2021-10-21 13:00:00,Queensboro Bridge,6.310125
2021-10-21 13:00:00,Williamsburg Bridge,7.9035525
2021-10-21 13:00:00,Manhattan Bridge,10.03605
2021-10-21 14:00:00,Broadway/35th St,8.95791
2021-10-21 14:00:00,Queens College,5.3508975
2021-10-21 14:00:00,Cross Bronx Expy,7.49925
2021-10-21 14:00:00,Queensboro Bridge,7.2534975
2021-10-21 14:00:00,Williamsburg Bridge,9.9329925
2021-10-21 14:00:00,Manhattan Bridge,15.3554025
2021-10-21 15:00:00,Broadway/35th St,10.0055475
2021-10-21 15:00:00,Queens College,5.4817425
2021-10-21 15:00:00,Cross Bronx Expy,6.949995
2021-10-21 15:00:00,Queensboro Bridge,6.9738045
2021-10-21 15:00:00,Williamsburg Bridge,13.1642745
2021-10-21 15:00:00,Manhattan Bridge,9.1801515
2021-10-21 16:00:00,Broadway/35th St,8.818617
2021-10-21 16:00:00,Queens College,6.120516
2021-10-21 16:00:00,Cross Bronx Expy,7.815783
2021-10-21 16:00:00,Queensboro Bridge,7.44171
2021-10-21 16:00:00,Williamsburg Bridge,15.424587
2021-10-21 16:00:00,Manhattan Bridge,9.662271
2021-10-21 17:00:00,Broadway/35th St,36.133359
2021-10-21 17:00:00,Queens College,6.8641575
2021-10-21 17:00:00,Cross Bronx Expy,9.1654215
2021-10-21 17:00:00,Queensboro Bridge,7.9348845
2021-10-21 17:00:00,Williamsburg Bridge,10.627683
2021-10-21 17:00:00,Manhattan Bridge,11.139075
2021-10-21 18:00:00,Broadway/35th St,10.45809
2021-10-21 18:00:00,Queens College,7.664868
2021-10-21 18:00:00,Cross Bronx Expy,11.951019
2021-10-21 18:00:00,Queensboro Bridge,8.387253
2021-10-21 18:00:00,Williamsburg Bridge,10.730991
2021-10-21 18:00:00,Manhattan Bridge,10.6266465
2021-10-21 19:00:00,Broadway/35th St,9.870216
2021-10-21 19:00:00,Queens College,10.151931
2021-10-21 19:00:00,Cross Bronx Expy,10.15998
2021-10-21 19:00:00,Queensboro Bridge,7.391124
2021-10-21 19:00:00,Williamsburg Bridge,10.087539
2021-10-21 19:00:00,Manhattan Bridge,10.151931
2021-10-21 20:00:00,Broadway/35th St,9.86448
2021-10-21 20:00:00,Queens College,10.074456
2021-10-21 20:00:00,Cross Bronx Expy,11.754264
2021-10-21 20:00:00,Queensboro Bridge,8.919588
2021-10-21 20:00:00,Williamsburg Bridge,11.11626
2021-10-21 20:00:00,Manhattan Bridge,11.818872
2021-10-21 21:00:00,Broadway/35th St,8.011044
2021-10-21 21:00:00,Queens College,9.437172
2021-10-21 21:00:00,Cross Bronx Expy,10.855197
2021-10-21 21:00:00,Queensboro Bridge,8.853756
2021-10-21 21:00:00,Williamsburg Bridge,10.855197
2021-10-21 21:00:00,Manhattan Bridge,10.855197
2021-10-21 22:00:00,Broadway/35th St,7.86864
2021-10-21 22:00:00,Queens College,9.31578
2021-10-21 22:00:00,Cross Bronx Expy,10.35642
2021-10-21 22:00:00,Queensboro Bridge,8.59221
2021-10-21 22:00:00,Williamsburg Bridge,10.14504
2021-10-21 22:00:00,Manhattan Bridge,10.38081
2021-10-21 23:00:00,Broadway/35th St,7.91763
2021-10-21 23:00:00,Queens College,8.92854
2021-10-21 23:00:00,Cross Bronx Expy,12.1487775
2021-10-21 23:00:00,Queensboro Bridge,8.40678
2021-10-21 23:00:00,Williamsburg Bridge,10.5508875
2021-10-21 23:00:00,Manhattan Bridge,10.575345
2021-10-22 00:00:00,Broadway/35th St,7.702032
2021-10-22 00:00:00,Queens College,8.64981
2021-10-22 00:00:00,Cross Bronx Expy,10.5371955
2021-10-22 00:00:00,Queensboro Bridge,8.6252985
2021-10-22 00:00:00,Williamsburg Bridge,10.169523
2021-10-22 00:00:00,Manhattan Bridge,10.643412
2021-10-22 01:00:00,Broadway/35th St,7.654248
2021-10-22 01:00:00,Queens College,8.4972
2021-10-22 01:00:00,Cross Bronx Expy,9.962136
2021-10-22 01:00:00,Queensboro Bridge,7.997976
2021-10-22 01:00:00,Williamsburg Bridge,9.68388
2021-10-22 01:00:00,Manhattan Bridge,10.535016
2021-10-22 02:00:00,Broadway/35th St,7.51818
2021-10-22 02:00:00,Queens College,8.271522
2021-10-22 02:00:00,Cross Bronx Expy,10.2121965
2021-10-22 02:00:00,Queensboro Bridge,8.091375
2021-10-22 02:00:00,Williamsburg Bridge,9.8846565
2021-10-22 02:00:00,Manhattan Bridge,10.95735
2021-10-22 03:00:00,Broadway/35th St,7.233957
2021-10-22 03:00:00,Queens College,8.0600865
2021-10-22 03:00:00,Cross Bronx Expy,10.080423
2021-10-22 03:00:00,Queensboro Bridge,8.068266
2021-10-22 03:00:00,Williamsburg Bridge,9.8595765
2021-10-22 03:00:00,Manhattan Bridge,10.8574755
2021-10-22 04:00:00,Broadway/35th St,6.375972
2021-10-22 04:00:00,Queens College,7.551876
2021-10-22 04:00:00,Cross Bronx Expy,9.879186
2021-10-22 04:00:00,Queensboro Bridge,7.004754
2021-10-22 04:00:00,Williamsburg Bridge,9.193242
2021-10-22 04:00:00,Manhattan Bridge,10.703952
2021-10-22 05:00:00,Broadway/35th St,6.1974525
2021-10-22 05:00:00,Queens College,6.8496525
2021-10-22 05:00:00,Cross Bronx Expy,8.879625
2021-10-22 05:00:00,Queensboro Bridge,6.1322325
2021-10-22 05:00:00,Williamsburg Bridge,8.63505
2021-10-22 05:00:00,Manhattan Bridge,9.792705
2021-10-22 06:00:00,Broadway/35th St,6.5134545
2021-10-22 06:00:00,Queens College,6.6273375
2021-10-22 06:00:00,Cross Bronx Expy,8.506407
2021-10-22 06:00:00,Queensboro Bridge,7.465191
2021-10-22 06:00:00,Williamsburg Bridge,8.099682
2021-10-22 06:00:00,Manhattan Bridge,9.2954535
2021-10-22 07:00:00,Broadway/35th St,6.2483895
2021-10-22 07:00:00,Queens College,6.8496765
2021-10-22 07:00:00,Cross Bronx Expy,7.8734895
2021-10-22 07:00:00,Queensboro Bridge,6.727794
2021-10-22 07:00:00,Williamsburg Bridge,8.0847525
2021-10-22 07:00:00,Manhattan Bridge,8.6697885
2021-10-22 08:00:00,Broadway/35th St,5.60445
2021-10-22 08:00:00,Queens College,5.774991
2021-10-22 08:00:00,Cross Bronx Expy,7.967661
2021-10-22 08:00:00,Queensboro Bridge,5.945532
2021-10-22 08:00:00,Williamsburg Bridge,8.032629
2021-10-22 08:00:00,Manhattan Bridge,8.519889
2021-10-22 09:00:00,Broadway/35th St,5.24265
2021-10-22 09:00:00,Queens College,7.74669
2021-10-22 09:00:00,Cross Bronx Expy,6.55971
2021-10-22 09:00:00,Queensboro Bridge,4.97436
2021-10-22 09:00:00,Williamsburg Bridge,7.03125
2021-10-22 09:00:00,Manhattan Bridge,7.29954
2021-10-22 10:00:00,Broadway/35th St,5.5249965
2021-10-22 10:00:00,Queens College,5.907741
2021-10-22 10:00:00,Cross Bronx Expy,5.891454
2021-10-22 10:00:00,Queensboro Bridge,4.3523325
2021-10-22 10:00:00,Williamsburg Bridge,6.640656
2021-10-22 10:00:00,Manhattan Bridge,6.494073
2021-10-22 11:00:00,Broadway/35th St,5.05308
2021-10-22 11:00:00,Queens College,6.653616
2021-10-22 11:00:00,Cross Bronx Expy,5.224566
2021-10-22 11:00:00,Queensboro Bridge,4.138488
2021-10-22 11:00:00,Williamsburg Bridge,7.078248
2021-10-22 11:00:00,Manhattan Bridge,6.718944
2021-10-22 12:00:00,Broadway/35th St,6.275904
2021-10-22 12:00:00,Queens College,5.178042
