starttime,location,value
2021-10-26 01:00:00,Manhattan Bridge,3.234591
2021-10-26 02:00:00,Broadway/35th St,2.899905
2021-10-26 02:00:00,Queens College,2.3416275
2021-10-26 02:00:00,Cross Bronx Expy,2.9499
2021-10-26 02:00:00,Queensboro Bridge,2.9582325
2021-10-26 02:00:00,Williamsburg Bridge,3.41652
2021-10-26 02:00:00,Manhattan Bridge,2.899905
2021-10-26 03:00:00,Broadway/35th St,3.008799
2021-10-26 03:00:00,Queens College,2.350176
2021-10-26 03:00:00,Cross Bronx Expy,3.20055
2021-10-26 03:00:00,Queensboro Bridge,2.792037
2021-10-26 03:00:00,Williamsburg Bridge,3.308931
2021-10-26 03:00:00,Manhattan Bridge,2.983788
2021-10-26 04:00:00,Broadway/35th St,3.9624705
2021-10-26 04:00:00,Queens College,2.718246
2021-10-26 04:00:00,Cross Bronx Expy,3.486492
2021-10-26 04:00:00,Queensboro Bridge,2.901957
2021-10-26 04:00:00,Williamsburg Bridge,4.605459
2021-10-26 04:00:00,Manhattan Bridge,4.1628825
2021-10-26 05:00:00,Broadway/35th St,5.1851265
2021-10-26 05:00:00,Queens College,2.5268055
2021-10-26 05:00:00,Cross Bronx Expy,3.421272
2021-10-26 05:00:00,Queensboro Bridge,3.6469785
2021-10-26 05:00:00,Williamsburg Bridge,5.5362255
2021-10-26 05:00:00,Manhattan Bridge,4.4494905
2021-10-26 06:00:00,Broadway/35th St,4.3852335
2021-10-26 06:00:00,Queens College,2.485584
2021-10-26 06:00:00,Cross Bronx Expy,3.1466955
2021-10-26 06:00:00,Queensboro Bridge,3.757596
2021-10-26 06:00:00,Williamsburg Bridge,4.276443
2021-10-26 06:00:00,Manhattan Bridge,3.5985945
2021-10-26 07:00:00,Broadway/35th St,5.019459
2021-10-26 07:00:00,Queens College,2.671239
2021-10-26 07:00:00,Cross Bronx Expy,3.4176375
2021-10-26 07:00:00,Queensboro Bridge,3.9040545
2021-10-26 07:00:00,Williamsburg Bridge,4.3736985
2021-10-26 07:00:00,Manhattan Bridge,4.650453
2021-10-26 08:00:00,Broadway/35th St,5.98416
2021-10-26 08:00:00,Queens College,2.555124
2021-10-26 08:00:00,Cross Bronx Expy,3.109821
2021-10-26 08:00:00,Queensboro Bridge,4.336878
2021-10-26 08:00:00,Williamsburg Bridge,6.068205
2021-10-26 08:00:00,Manhattan Bridge,5.4714855
